Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Datetime,Hour,Day,DayOfWeek,Month,IsWeekend,Lag_1,Lag_24,RollingMean_6,RollingMean_24,Device_Total_Consumption,Device_Avg_Consumption,Device_Max_Consumption,Device_Min_Consumption
1.694,0.09,240.15,7.0,0.0,0.0,18.0,2006-12-18 13:47:00,13.0,18.0,0.0,12.0,0.0,1.69,1.774,1.6996666666666669,1.6994166666666668,18.0,6.0,18.0,0.0
1.696,0.09,240.32,7.0,0.0,0.0,17.0,2006-12-18 13:48:00,13.0,18.0,0.0,12.0,0.0,1.694,1.768,1.6966666666666672,1.696416666666667,17.0,5.666666666666667,17.0,0.0
1.696,0.092,240.38,7.0,0.0,0.0,18.0,2006-12-18 13:49:00,13.0,18.0,0.0,12.0,0.0,1.696,1.766,1.6946666666666672,1.6935,18.0,6.0,18.0,0.0
1.692,0.09,240.02,7.0,0.0,0.0,18.0,2006-12-18 13:50:00,13.0,18.0,0.0,12.0,0.0,1.696,1.768,1.6933333333333334,1.6903333333333337,18.0,6.0,18.0,0.0
1.702,0.092,240.88,7.0,0.0,0.0,17.0,2006-12-18 13:51:00,13.0,18.0,0.0,12.0,0.0,1.692,1.734,1.6950000000000005,1.689,17.0,5.666666666666667,17.0,0.0
1.746,0.116,241.64,7.2,0.0,0.0,18.0,2006-12-18 13:52:00,13.0,18.0,0.0,12.0,0.0,1.702,1.726,1.7043333333333337,1.6898333333333335,18.0,6.0,18.0,0.0
1.694,0.064,241.22,7.0,0.0,0.0,18.0,2006-12-18 13:53:00,13.0,18.0,0.0,12.0,0.0,1.746,1.726,1.7043333333333337,1.6885,18.0,6.0,18.0,0.0
1.69,0.064,241.05,7.0,0.0,0.0,18.0,2006-12-18 13:54:00,13.0,18.0,0.0,12.0,0.0,1.694,1.732,1.7033333333333334,1.68675,18.0,6.0,18.0,0.0
1.688,0.064,241.04,7.0,0.0,0.0,18.0,2006-12-18 13:55:00,13.0,18.0,0.0,12.0,0.0,1.69,1.74,1.7020000000000002,1.684583333333333,18.0,6.0,18.0,0.0
1.686,0.062,241.02,7.0,0.0,0.0,17.0,2006-12-18 13:56:00,13.0,18.0,0.0,12.0,0.0,1.688,1.74,1.7010000000000003,1.6823333333333332,17.0,5.666666666666667,17.0,0.0
1.686,0.064,241.18,7.0,0.0,0.0,18.0,2006-12-18 13:57:00,13.0,18.0,0.0,12.0,0.0,1.686,1.634,1.6983333333333337,1.6845,18.0,6.0,18.0,0.0
0.764,0.076,242.92,3.4,0.0,0.0,4.0,2006-12-18 13:58:00,13.0,18.0,0.0,12.0,0.0,1.686,1.5,1.534666666666667,1.6538333333333333,4.0,1.3333333333333333,4.0,0.0
0.486,0.082,243.3,2.0,0.0,0.0,0.0,2006-12-18 13:59:00,13.0,18.0,0.0,12.0,0.0,0.764,1.494,1.3333333333333337,1.6118333333333332,0.0,0.0,0.0,0.0
0.408,0.082,243.35,1.6,0.0,0.0,0.0,2006-12-18 14:00:00,14.0,18.0,0.0,12.0,0.0,0.486,1.634,1.119666666666667,1.56075,0.0,0.0,0.0,0.0
0.612,0.084,243.9,3.0,0.0,0.0,2.0,2006-12-18 14:01:00,14.0,18.0,0.0,12.0,0.0,0.408,1.746,0.9403333333333336,1.5134999999999998,2.0,0.6666666666666666,2.0,0.0
1.516,0.074,243.52,6.2,0.0,0.0,18.0,2006-12-18 14:02:00,14.0,18.0,0.0,12.0,0.0,0.612,1.73,0.9120000000000004,1.5045833333333334,18.0,6.0,18.0,0.0
1.442,0.0,243.35,5.8,0.0,0.0,19.0,2006-12-18 14:03:00,14.0,18.0,0.0,12.0,0.0,1.516,1.72,0.8713333333333336,1.493,19.0,6.333333333333333,19.0,0.0
1.426,0.0,243.13,5.8,0.0,0.0,18.0,2006-12-18 14:04:00,14.0,18.0,0.0,12.0,0.0,1.442,1.72,0.9816666666666668,1.4807500000000002,18.0,6.0,18.0,0.0
1.404,0.0,241.46,5.8,0.0,0.0,18.0,2006-12-18 14:05:00,14.0,18.0,0.0,12.0,0.0,1.426,1.71,1.134666666666667,1.468,18.0,6.0,18.0,0.0
1.398,0.0,240.95,5.8,0.0,0.0,18.0,2006-12-18 14:06:00,14.0,18.0,0.0,12.0,0.0,1.404,1.714,1.299666666666667,1.4548333333333334,18.0,6.0,18.0,0.0
1.41,0.0,241.98,5.8,0.0,0.0,17.0,2006-12-18 14:07:00,14.0,18.0,0.0,12.0,0.0,1.398,1.708,1.432666666666667,1.4424166666666665,17.0,5.666666666666667,17.0,0.0
1.404,0.0,241.57,5.8,0.0,0.0,18.0,2006-12-18 14:08:00,14.0,18.0,0.0,12.0,0.0,1.41,1.7,1.4140000000000004,1.4300833333333334,18.0,6.0,18.0,0.0
1.592,0.0,240.89,6.6,0.0,0.0,18.0,2006-12-18 14:09:00,14.0,18.0,0.0,12.0,0.0,1.404,1.692,1.439,1.4259166666666667,18.0,6.0,18.0,0.0
1.594,0.0,240.22,6.6,0.0,0.0,18.0,2006-12-18 14:10:00,14.0,18.0,0.0,12.0,0.0,1.592,1.69,1.4670000000000003,1.421916666666667,18.0,6.0,18.0,0.0
1.594,0.0,240.29,6.6,0.0,0.0,17.0,2006-12-18 14:11:00,14.0,18.0,0.0,12.0,0.0,1.594,1.694,1.498666666666667,1.41775,17.0,5.666666666666667,17.0,0.0
1.606,0.0,240.97,6.6,0.0,0.0,18.0,2006-12-18 14:12:00,14.0,18.0,0.0,12.0,0.0,1.594,1.696,1.533333333333334,1.414,18.0,6.0,18.0,0.0
1.616,0.0,241.34,6.6,0.0,0.0,18.0,2006-12-18 14:13:00,14.0,18.0,0.0,12.0,0.0,1.606,1.696,1.567666666666667,1.4106666666666663,18.0,6.0,18.0,0.0
1.632,0.0,240.4,6.8,0.0,0.0,18.0,2006-12-18 14:14:00,14.0,18.0,0.0,12.0,0.0,1.616,1.692,1.605666666666667,1.4081666666666666,18.0,6.0,18.0,0.0
1.718,0.092,240.53,7.0,0.0,0.0,17.0,2006-12-18 14:15:00,14.0,18.0,0.0,12.0,0.0,1.632,1.702,1.626666666666667,1.4088333333333332,17.0,5.666666666666667,17.0,0.0
1.71,0.092,240.4,7.0,0.0,0.0,18.0,2006-12-18 14:16:00,14.0,18.0,0.0,12.0,0.0,1.718,1.746,1.6460000000000006,1.407333333333333,18.0,6.0,18.0,0.0
1.708,0.092,241.17,7.0,0.0,0.0,18.0,2006-12-18 14:17:00,14.0,18.0,0.0,12.0,0.0,1.71,1.694,1.6650000000000005,1.4079166666666667,18.0,6.0,18.0,0.0
1.718,0.092,242.05,7.0,0.0,0.0,18.0,2006-12-18 14:18:00,14.0,18.0,0.0,12.0,0.0,1.708,1.69,1.6836666666666666,1.4090833333333332,18.0,6.0,18.0,0.0
1.82,0.094,241.39,7.4,0.0,0.0,18.0,2006-12-18 14:19:00,14.0,18.0,0.0,12.0,0.0,1.718,1.688,1.717666666666667,1.4145833333333335,18.0,6.0,18.0,0.0
1.894,0.096,242.08,7.8,0.0,0.0,18.0,2006-12-18 14:20:00,14.0,18.0,0.0,12.0,0.0,1.82,1.686,1.7613333333333336,1.42325,18.0,6.0,18.0,0.0
1.876,0.09,240.91,7.8,0.0,0.0,18.0,2006-12-18 14:21:00,14.0,18.0,0.0,12.0,0.0,1.894,1.686,1.7876666666666672,1.4311666666666667,18.0,6.0,18.0,0.0
1.864,0.088,240.08,7.6,0.0,0.0,17.0,2006-12-18 14:22:00,14.0,18.0,0.0,12.0,0.0,1.876,0.764,1.8133333333333332,1.477,17.0,5.666666666666667,17.0,0.0
1.86,0.086,239.35,7.6,0.0,0.0,18.0,2006-12-18 14:23:00,14.0,18.0,0.0,12.0,0.0,1.864,0.486,1.838666666666667,1.53425,18.0,6.0,18.0,0.0
1.87,0.088,240.07,7.8,0.0,0.0,17.0,2006-12-18 14:24:00,14.0,18.0,0.0,12.0,0.0,1.86,0.408,1.864,1.5951666666666666,17.0,5.666666666666667,17.0,0.0
1.876,0.09,240.56,7.8,0.0,0.0,18.0,2006-12-18 14:25:00,14.0,18.0,0.0,12.0,0.0,1.87,0.612,1.8733333333333335,1.647833333333333,18.0,6.0,18.0,0.0
1.88,0.092,241.12,7.8,0.0,0.0,18.0,2006-12-18 14:26:00,14.0,18.0,0.0,12.0,0.0,1.876,1.516,1.8710000000000004,1.663,18.0,6.0,18.0,0.0
1.866,0.088,240.61,7.6,0.0,0.0,18.0,2006-12-18 14:27:00,14.0,18.0,0.0,12.0,0.0,1.88,1.442,1.8693333333333333,1.6806666666666663,18.0,6.0,18.0,0.0
1.874,0.09,241.01,7.8,0.0,0.0,17.0,2006-12-18 14:28:00,14.0,18.0,0.0,12.0,0.0,1.866,1.426,1.8710000000000004,1.6993333333333334,17.0,5.666666666666667,17.0,0.0
1.864,0.084,240.59,7.6,0.0,0.0,18.0,2006-12-18 14:29:00,14.0,18.0,0.0,12.0,0.0,1.874,1.404,1.871666666666667,1.7185,18.0,6.0,18.0,0.0
1.794,0.0,241.64,7.4,0.0,0.0,18.0,2006-12-18 14:30:00,14.0,18.0,0.0,12.0,0.0,1.864,1.398,1.859,1.735,18.0,6.0,18.0,0.0
1.796,0.0,241.68,7.4,0.0,0.0,18.0,2006-12-18 14:31:00,14.0,18.0,0.0,12.0,0.0,1.794,1.41,1.845666666666667,1.7510833333333335,18.0,6.0,18.0,0.0
1.876,0.062,240.89,7.8,0.0,0.0,18.0,2006-12-18 14:32:00,14.0,18.0,0.0,12.0,0.0,1.796,1.404,1.8450000000000004,1.7707499999999998,18.0,6.0,18.0,0.0
1.876,0.064,242.14,7.6,0.0,0.0,18.0,2006-12-18 14:33:00,14.0,18.0,0.0,12.0,0.0,1.876,1.592,1.846666666666667,1.7825833333333332,18.0,6.0,18.0,0.0
1.878,0.064,242.22,7.6,0.0,0.0,17.0,2006-12-18 14:34:00,14.0,18.0,0.0,12.0,0.0,1.876,1.594,1.8473333333333333,1.7944166666666663,17.0,5.666666666666667,17.0,0.0
1.882,0.066,242.62,7.6,0.0,0.0,18.0,2006-12-18 14:35:00,14.0,18.0,0.0,12.0,0.0,1.878,1.594,1.8503333333333336,1.8064166666666663,18.0,6.0,18.0,0.0
1.888,0.068,243.25,7.6,0.0,0.0,19.0,2006-12-18 14:36:00,14.0,18.0,0.0,12.0,0.0,1.882,1.606,1.8660000000000003,1.8181666666666667,19.0,6.333333333333333,19.0,0.0
1.89,0.068,243.64,7.6,0.0,0.0,18.0,2006-12-18 14:37:00,14.0,18.0,0.0,12.0,0.0,1.888,1.616,1.881666666666667,1.8295833333333336,18.0,6.0,18.0,0.0
1.902,0.072,244.13,7.8,0.0,0.0,18.0,2006-12-18 14:38:00,14.0,18.0,0.0,12.0,0.0,1.89,1.632,1.886,1.840833333333333,18.0,6.0,18.0,0.0
1.898,0.07,243.69,7.8,0.0,0.0,18.0,2006-12-18 14:39:00,14.0,18.0,0.0,12.0,0.0,1.902,1.718,1.8896666666666668,1.8483333333333332,18.0,6.0,18.0,0.0
1.888,0.07,243.21,7.6,0.0,0.0,18.0,2006-12-18 14:40:00,14.0,18.0,0.0,12.0,0.0,1.898,1.71,1.8913333333333333,1.85575,18.0,6.0,18.0,0.0
1.894,0.07,243.75,7.6,0.0,0.0,18.0,2006-12-18 14:41:00,14.0,18.0,0.0,12.0,0.0,1.888,1.708,1.893333333333333,1.8635,18.0,6.0,18.0,0.0
1.858,0.0,243.88,7.6,0.0,0.0,19.0,2006-12-18 14:42:00,14.0,18.0,0.0,12.0,0.0,1.894,1.718,1.8883333333333336,1.8693333333333333,19.0,6.333333333333333,19.0,0.0
1.826,0.0,243.84,7.4,0.0,0.0,18.0,2006-12-18 14:43:00,14.0,18.0,0.0,12.0,0.0,1.858,1.82,1.877666666666667,1.8695833333333327,18.0,6.0,18.0,0.0
1.822,0.0,243.72,7.4,0.0,0.0,18.0,2006-12-18 14:44:00,14.0,18.0,0.0,12.0,0.0,1.826,1.894,1.8643333333333336,1.8665833333333333,18.0,6.0,18.0,0.0
1.828,0.0,244.37,7.4,0.0,0.0,18.0,2006-12-18 14:45:00,14.0,18.0,0.0,12.0,0.0,1.822,1.876,1.852666666666667,1.8645833333333333,18.0,6.0,18.0,0.0
1.82,0.0,243.86,7.4,0.0,0.0,18.0,2006-12-18 14:46:00,14.0,18.0,0.0,12.0,0.0,1.828,1.864,1.8413333333333337,1.86275,18.0,6.0,18.0,0.0
1.818,0.0,243.77,7.4,0.0,0.0,19.0,2006-12-18 14:47:00,14.0,18.0,0.0,12.0,0.0,1.82,1.86,1.8286666666666669,1.861,19.0,6.333333333333333,19.0,0.0
1.812,0.0,243.45,7.4,0.0,0.0,18.0,2006-12-18 14:48:00,14.0,18.0,0.0,12.0,0.0,1.818,1.87,1.8210000000000004,1.8585833333333333,18.0,6.0,18.0,0.0
1.804,0.0,242.76,7.4,0.0,0.0,18.0,2006-12-18 14:49:00,14.0,18.0,0.0,12.0,0.0,1.812,1.876,1.8173333333333337,1.8555833333333336,18.0,6.0,18.0,0.0
1.798,0.0,242.35,7.4,0.0,0.0,18.0,2006-12-18 14:50:00,14.0,18.0,0.0,12.0,0.0,1.804,1.88,1.8133333333333337,1.8521666666666663,18.0,6.0,18.0,0.0
1.814,0.0,243.38,7.4,0.0,0.0,18.0,2006-12-18 14:51:00,14.0,18.0,0.0,12.0,0.0,1.798,1.866,1.8110000000000008,1.85,18.0,6.0,18.0,0.0
1.87,0.0,244.37,7.6,0.0,0.0,18.0,2006-12-18 14:52:00,14.0,18.0,0.0,12.0,0.0,1.814,1.874,1.8193333333333337,1.8498333333333332,18.0,6.0,18.0,0.0
1.934,0.102,243.78,7.8,0.0,0.0,18.0,2006-12-18 14:53:00,14.0,18.0,0.0,12.0,0.0,1.87,1.864,1.8386666666666676,1.85275,18.0,6.0,18.0,0.0
1.934,0.104,244.09,7.8,0.0,0.0,19.0,2006-12-18 14:54:00,14.0,18.0,0.0,12.0,0.0,1.934,1.794,1.859,1.858583333333333,19.0,6.333333333333333,19.0,0.0
1.928,0.102,243.73,7.8,0.0,0.0,18.0,2006-12-18 14:55:00,14.0,18.0,0.0,12.0,0.0,1.934,1.796,1.879666666666667,1.864083333333333,18.0,6.0,18.0,0.0
1.918,0.1,243.34,7.8,0.0,0.0,18.0,2006-12-18 14:56:00,14.0,18.0,0.0,12.0,0.0,1.928,1.876,1.8996666666666668,1.8658333333333332,18.0,6.0,18.0,0.0
1.902,0.096,242.36,7.8,0.0,0.0,18.0,2006-12-18 14:57:00,14.0,18.0,0.0,12.0,0.0,1.918,1.876,1.9143333333333332,1.8669166666666668,18.0,6.0,18.0,0.0
1.896,0.094,241.65,7.8,0.0,0.0,18.0,2006-12-18 14:58:00,14.0,18.0,0.0,12.0,0.0,1.902,1.878,1.918666666666667,1.8676666666666668,18.0,6.0,18.0,0.0
1.886,0.092,240.99,7.8,0.0,0.0,17.0,2006-12-18 14:59:00,14.0,18.0,0.0,12.0,0.0,1.896,1.882,1.9106666666666667,1.8678333333333328,17.0,5.666666666666667,17.0,0.0
1.888,0.092,241.39,7.8,0.0,0.0,18.0,2006-12-18 15:00:00,15.0,18.0,0.0,12.0,0.0,1.886,1.888,1.903,1.8678333333333328,18.0,6.0,18.0,0.0
1.886,0.092,241.14,7.8,0.0,0.0,18.0,2006-12-18 15:01:00,15.0,18.0,0.0,12.0,0.0,1.888,1.89,1.896,1.8676666666666664,18.0,6.0,18.0,0.0
1.886,0.09,240.84,7.8,0.0,0.0,18.0,2006-12-18 15:02:00,15.0,18.0,0.0,12.0,0.0,1.886,1.902,1.890666666666667,1.867,18.0,6.0,18.0,0.0
2.09,0.09,241.25,8.6,0.0,0.0,18.0,2006-12-18 15:03:00,15.0,18.0,0.0,12.0,0.0,1.886,1.898,1.9220000000000004,1.875,18.0,6.0,18.0,0.0
2.06,0.092,241.76,8.4,0.0,0.0,18.0,2006-12-18 15:04:00,15.0,18.0,0.0,12.0,0.0,2.09,1.888,1.9493333333333336,1.8821666666666668,18.0,6.0,18.0,0.0
1.888,0.096,241.97,7.8,0.0,0.0,17.0,2006-12-18 15:05:00,15.0,18.0,0.0,12.0,0.0,2.06,1.894,1.949666666666667,1.8819166666666665,17.0,5.666666666666667,17.0,0.0
1.888,0.094,241.97,7.8,0.0,0.0,18.0,2006-12-18 15:06:00,15.0,18.0,0.0,12.0,0.0,1.888,1.858,1.949666666666667,1.8831666666666669,18.0,6.0,18.0,0.0
1.88,0.0,242.99,7.6,0.0,0.0,18.0,2006-12-18 15:07:00,15.0,18.0,0.0,12.0,0.0,1.888,1.826,1.9486666666666668,1.8854166666666667,18.0,6.0,18.0,0.0
2.12,0.0,242.41,8.6,0.0,0.0,18.0,2006-12-18 15:08:00,15.0,18.0,0.0,12.0,0.0,1.88,1.822,1.987666666666667,1.897833333333333,18.0,6.0,18.0,0.0
2.116,0.0,241.92,8.6,0.0,0.0,18.0,2006-12-18 15:09:00,15.0,18.0,0.0,12.0,0.0,2.12,1.828,1.992,1.9098333333333333,18.0,6.0,18.0,0.0
1.764,0.0,241.37,7.2,0.0,0.0,18.0,2006-12-18 15:10:00,15.0,18.0,0.0,12.0,0.0,2.116,1.82,1.9426666666666668,1.9075,18.0,6.0,18.0,0.0
1.794,0.0,242.11,7.4,0.0,0.0,18.0,2006-12-18 15:11:00,15.0,18.0,0.0,12.0,0.0,1.764,1.818,1.9270000000000005,1.9065,18.0,6.0,18.0,0.0
1.71,0.0,242.6,7.0,0.0,0.0,18.0,2006-12-18 15:12:00,15.0,18.0,0.0,12.0,0.0,1.794,1.812,1.8973333333333335,1.90225,18.0,6.0,18.0,0.0
1.708,0.064,242.25,7.0,0.0,0.0,18.0,2006-12-18 15:13:00,15.0,18.0,0.0,12.0,0.0,1.71,1.804,1.8686666666666671,1.89825,18.0,6.0,18.0,0.0
1.706,0.068,242.39,7.0,0.0,0.0,18.0,2006-12-18 15:14:00,15.0,18.0,0.0,12.0,0.0,1.708,1.798,1.799666666666667,1.8944166666666664,18.0,6.0,18.0,0.0
1.702,0.072,242.52,7.0,0.0,0.0,18.0,2006-12-18 15:15:00,15.0,18.0,0.0,12.0,0.0,1.706,1.814,1.730666666666667,1.88975,18.0,6.0,18.0,0.0
1.704,0.074,242.7,7.0,0.0,0.0,18.0,2006-12-18 15:16:00,15.0,18.0,0.0,12.0,0.0,1.702,1.87,1.720666666666667,1.8828333333333327,18.0,6.0,18.0,0.0
1.702,0.074,242.67,7.0,0.0,0.0,18.0,2006-12-18 15:17:00,15.0,18.0,0.0,12.0,0.0,1.704,1.934,1.7053333333333336,1.8731666666666664,18.0,6.0,18.0,0.0
1.7,0.072,242.64,7.0,0.0,0.0,18.0,2006-12-18 15:18:00,15.0,18.0,0.0,12.0,0.0,1.702,1.934,1.7036666666666669,1.8634166666666667,18.0,6.0,18.0,0.0
1.684,0.07,241.94,6.8,0.0,0.0,18.0,2006-12-18 15:19:00,15.0,18.0,0.0,12.0,0.0,1.7,1.928,1.699666666666667,1.85325,18.0,6.0,18.0,0.0
1.678,0.068,241.52,6.8,0.0,0.0,18.0,2006-12-18 15:20:00,15.0,18.0,0.0,12.0,0.0,1.684,1.918,1.6950000000000005,1.84325,18.0,6.0,18.0,0.0
1.68,0.068,241.82,6.8,0.0,0.0,18.0,2006-12-18 15:21:00,15.0,18.0,0.0,12.0,0.0,1.678,1.902,1.6913333333333336,1.834,18.0,6.0,18.0,0.0
1.634,0.0,241.22,6.8,0.0,0.0,18.0,2006-12-18 15:22:00,15.0,18.0,0.0,12.0,0.0,1.68,1.896,1.679666666666667,1.8230833333333327,18.0,6.0,18.0,0.0
1.62,0.0,241.87,6.6,0.0,0.0,18.0,2006-12-18 15:23:00,15.0,18.0,0.0,12.0,0.0,1.634,1.886,1.6660000000000004,1.812,18.0,6.0,18.0,0.0
1.626,0.0,242.37,6.6,0.0,0.0,17.0,2006-12-18 15:24:00,15.0,18.0,0.0,12.0,0.0,1.62,1.888,1.6536666666666668,1.8010833333333334,17.0,5.666666666666667,17.0,0.0
1.626,0.0,242.44,6.6,0.0,0.0,18.0,2006-12-18 15:25:00,15.0,18.0,0.0,12.0,0.0,1.626,1.886,1.644,1.79025,18.0,6.0,18.0,0.0
1.62,0.0,241.92,6.6,0.0,0.0,18.0,2006-12-18 15:26:00,15.0,18.0,0.0,12.0,0.0,1.626,1.886,1.6343333333333334,1.7791666666666666,18.0,6.0,18.0,0.0
1.734,0.0,240.97,7.2,0.0,0.0,18.0,2006-12-18 15:27:00,15.0,18.0,0.0,12.0,0.0,1.62,2.09,1.6433333333333335,1.7643333333333333,18.0,6.0,18.0,0.0
1.744,0.09,241.19,7.2,0.0,0.0,18.0,2006-12-18 15:28:00,15.0,18.0,0.0,12.0,0.0,1.734,2.06,1.661666666666667,1.7511666666666663,18.0,6.0,18.0,0.0
1.8,0.088,241.21,7.4,0.0,2.0,18.0,2006-12-18 15:29:00,15.0,18.0,0.0,12.0,0.0,1.744,1.888,1.691666666666667,1.7474999999999998,20.0,6.666666666666667,18.0,0.0
1.926,0.138,241.4,8.0,0.0,1.0,18.0,2006-12-18 15:30:00,15.0,18.0,0.0,12.0,0.0,1.8,1.888,1.7416666666666671,1.749083333333333,19.0,6.333333333333333,18.0,0.0
2.096,0.22,241.09,8.6,0.0,1.0,17.0,2006-12-18 15:31:00,15.0,18.0,0.0,12.0,0.0,1.926,1.88,1.8200000000000005,1.7580833333333334,18.0,6.0,17.0,0.0
2.054,0.218,240.69,8.6,0.0,2.0,18.0,2006-12-18 15:32:00,15.0,18.0,0.0,12.0,0.0,2.096,2.12,1.8923333333333332,1.7553333333333334,20.0,6.666666666666667,18.0,0.0
1.828,0.228,241.97,7.6,0.0,1.0,18.0,2006-12-18 15:33:00,15.0,18.0,0.0,12.0,0.0,2.054,2.116,1.9080000000000004,1.7433333333333334,19.0,6.333333333333333,18.0,0.0
1.808,0.234,242.82,7.4,0.0,2.0,18.0,2006-12-18 15:34:00,15.0,18.0,0.0,12.0,0.0,1.828,1.764,1.918666666666667,1.7451666666666668,20.0,6.666666666666667,18.0,0.0
1.808,0.234,243.04,7.4,0.0,1.0,18.0,2006-12-18 15:35:00,15.0,18.0,0.0,12.0,0.0,1.808,1.794,1.92,1.74575,19.0,6.333333333333333,18.0,0.0
1.808,0.234,243.1,7.4,0.0,1.0,18.0,2006-12-18 15:36:00,15.0,18.0,0.0,12.0,0.0,1.808,1.71,1.9003333333333332,1.7498333333333334,19.0,6.333333333333333,18.0,0.0
1.812,0.236,243.49,7.4,0.0,2.0,18.0,2006-12-18 15:37:00,15.0,18.0,0.0,12.0,0.0,1.808,1.708,1.853,1.7541666666666664,20.0,6.666666666666667,18.0,0.0
1.812,0.236,243.19,7.4,0.0,1.0,18.0,2006-12-18 15:38:00,15.0,18.0,0.0,12.0,0.0,1.812,1.706,1.812666666666667,1.7585833333333334,19.0,6.333333333333333,18.0,0.0
1.814,0.238,243.5,7.4,0.0,2.0,19.0,2006-12-18 15:39:00,15.0,18.0,0.0,12.0,0.0,1.812,1.702,1.8103333333333336,1.7632500000000002,21.0,7.0,19.0,0.0
1.822,0.242,244.23,7.4,0.0,1.0,18.0,2006-12-18 15:40:00,15.0,18.0,0.0,12.0,0.0,1.814,1.704,1.8126666666666669,1.7681666666666669,19.0,6.333333333333333,18.0,0.0
1.806,0.236,243.17,7.4,0.0,1.0,18.0,2006-12-18 15:41:00,15.0,18.0,0.0,12.0,0.0,1.822,1.702,1.8123333333333336,1.7725000000000002,19.0,6.333333333333333,18.0,0.0
1.808,0.238,243.41,7.4,0.0,2.0,18.0,2006-12-18 15:42:00,15.0,18.0,0.0,12.0,0.0,1.806,1.7,1.8123333333333336,1.777,20.0,6.666666666666667,18.0,0.0
1.816,0.242,244.08,7.4,0.0,1.0,18.0,2006-12-18 15:43:00,15.0,18.0,0.0,12.0,0.0,1.808,1.684,1.8130000000000008,1.7825,19.0,6.333333333333333,18.0,0.0
1.822,0.244,244.7,7.4,0.0,1.0,19.0,2006-12-18 15:44:00,15.0,18.0,0.0,12.0,0.0,1.816,1.678,1.8146666666666669,1.7885,20.0,6.666666666666667,19.0,0.0
1.766,0.164,244.61,7.2,0.0,1.0,18.0,2006-12-18 15:45:00,15.0,18.0,0.0,12.0,0.0,1.822,1.68,1.8066666666666669,1.7920833333333333,19.0,6.333333333333333,18.0,0.0
1.706,0.098,243.43,7.0,0.0,2.0,18.0,2006-12-18 15:46:00,15.0,18.0,0.0,12.0,0.0,1.766,1.634,1.7873333333333337,1.7950833333333334,20.0,6.666666666666667,18.0,0.0
1.7,0.096,243.1,7.0,0.0,1.0,18.0,2006-12-18 15:47:00,15.0,18.0,0.0,12.0,0.0,1.706,1.62,1.769666666666667,1.7984166666666666,19.0,6.333333333333333,18.0,0.0
1.684,0.092,241.93,6.8,0.0,1.0,18.0,2006-12-18 15:48:00,15.0,18.0,0.0,12.0,0.0,1.7,1.626,1.7490000000000003,1.8008333333333335,19.0,6.333333333333333,18.0,0.0
1.688,0.094,242.22,7.0,0.0,1.0,18.0,2006-12-18 15:49:00,15.0,18.0,0.0,12.0,0.0,1.684,1.626,1.727666666666667,1.8034166666666664,19.0,6.333333333333333,18.0,0.0
1.69,0.094,242.41,7.0,0.0,2.0,18.0,2006-12-18 15:50:00,15.0,18.0,0.0,12.0,0.0,1.688,1.62,1.7056666666666669,1.8063333333333336,20.0,6.666666666666667,18.0,0.0
1.686,0.094,242.17,6.8,0.0,1.0,18.0,2006-12-18 15:51:00,15.0,18.0,0.0,12.0,0.0,1.69,1.734,1.6923333333333337,1.8043333333333331,19.0,6.333333333333333,18.0,0.0
1.718,0.092,242.78,7.0,0.0,0.0,18.0,2006-12-18 15:52:00,15.0,18.0,0.0,12.0,0.0,1.686,1.744,1.6943333333333337,1.80325,18.0,6.0,18.0,0.0
1.714,0.08,243.54,7.0,0.0,0.0,18.0,2006-12-18 15:53:00,15.0,18.0,0.0,12.0,0.0,1.718,1.8,1.696666666666667,1.7996666666666667,18.0,6.0,18.0,0.0
1.71,0.078,243.06,7.0,0.0,0.0,18.0,2006-12-18 15:54:00,15.0,18.0,0.0,12.0,0.0,1.714,1.926,1.7010000000000003,1.7906666666666666,18.0,6.0,18.0,0.0
1.708,0.078,243.02,7.0,0.0,0.0,18.0,2006-12-18 15:55:00,15.0,18.0,0.0,12.0,0.0,1.71,2.096,1.7043333333333337,1.7744999999999995,18.0,6.0,18.0,0.0
1.712,0.08,243.36,7.0,0.0,0.0,18.0,2006-12-18 15:56:00,15.0,18.0,0.0,12.0,0.0,1.708,2.054,1.7080000000000002,1.76025,18.0,6.0,18.0,0.0
1.714,0.08,243.59,7.0,0.0,0.0,18.0,2006-12-18 15:57:00,15.0,18.0,0.0,12.0,0.0,1.712,1.828,1.712666666666667,1.7554999999999998,18.0,6.0,18.0,0.0
1.698,0.078,242.78,7.0,0.0,0.0,19.0,2006-12-18 15:58:00,15.0,18.0,0.0,12.0,0.0,1.714,1.808,1.7093333333333336,1.750916666666667,19.0,6.333333333333333,19.0,0.0
1.686,0.074,242.17,6.8,0.0,0.0,17.0,2006-12-18 15:59:00,15.0,18.0,0.0,12.0,0.0,1.698,1.808,1.704666666666667,1.7458333333333331,17.0,5.666666666666667,17.0,0.0
1.68,0.074,241.86,6.8,0.0,0.0,18.0,2006-12-18 16:00:00,16.0,18.0,0.0,12.0,0.0,1.686,1.808,1.699666666666667,1.7405,18.0,6.0,18.0,0.0
1.686,0.074,242.31,6.8,0.0,0.0,18.0,2006-12-18 16:01:00,16.0,18.0,0.0,12.0,0.0,1.68,1.812,1.6960000000000004,1.73525,18.0,6.0,18.0,0.0
